user_id,apartment_id,viewed_at,is_wishlisted,call_to_action
303,5509096870,2024-05-30 03:06:23,n,reported
3991,5509245754,2024-05-30 03:11:52,y,contact_agent
406,5508693080,2024-05-30 03:16:59,n,shortlisted
3370,5668629275,2024-05-30 03:18:52,y,shortlisted
3253,5668629361,2024-05-30 03:25:50,n,reported
347,5509196539,2024-05-30 03:42:26,n,contact_agent
3679,5508996515,2024-05-30 03:44:32,n,contact_agent
2584,5508657770,2024-05-30 03:53:54,n,shortlisted
512,5668631543,2024-05-30 04:10:59,y,contact_agent
832,5508842678,2024-05-30 04:13:13,n,contact_agent
721,5668612943,2024-05-30 04:16:13,y,contact_agent
4592,5668614536,2024-05-30 04:23:52,n,contact_agent
931,5509150822,2024-05-30 04:25:01,n,shortlisted
4731,5668617660,2024-05-30 04:44:49,n,shortlisted
1814,5668632653,2024-05-30 04:53:56,n,reported
3816,5668612324,2024-05-30 04:59:51,n,shortlisted
976,5509223960,2024-05-30 05:12:04,n,reported
3222,5668619505,2024-05-30 05:13:54,n,shortlisted
532,5668629979,2024-05-30 05:26:28,n,reported
631,5659898848,2024-05-30 05:26:42,y,contact_agent
3444,5509204987,2024-05-30 05:32:00,n,shortlisted
2545,5668615287,2024-05-30 05:36:20,y,contact_agent
1222,5668610940,2024-05-30 05:44:49,y,shortlisted
4595,5668631657,2024-05-30 05:57:01,y,contact_agent
2712,5664578332,2024-05-30 05:57:30,y,shortlisted
3559,5668629753,2024-05-30 05:58:27,y,shortlisted
4261,5668636591,2024-05-30 06:04:07,n,contact_agent
1821,5509119022,2024-05-30 06:06:21,y,shortlisted
3428,5509000544,2024-05-30 06:09:54,n,shortlisted
4236,5648786114,2024-05-30 06:09:59,y,reported
2645,5509160788,2024-05-30 06:14:37,y,contact_agent
3660,5668642910,2024-05-30 06:35:56,y,contact_agent
2577,5664570424,2024-05-30 06:37:22,y,shortlisted
2408,5508882560,2024-05-30 06:41:01,n,shortlisted
889,5668617584,2024-05-30 06:47:51,n,shortlisted
898,5668632283,2024-05-30 07:03:00,y,contact_agent
2992,5668624052,2024-05-30 07:09:21,y,contact_agent
3237,5668610491,2024-05-30 07:17:19,y,contact_agent
432,5668622638,2024-05-30 07:22:18,y,reported
1654,5664581921,2024-05-30 08:02:39,n,contact_agent
4002,5668625103,2024-05-30 08:05:51,y,shortlisted
960,5668618499,2024-05-30 08:07:24,n,shortlisted
1132,5508744961,2024-05-30 08:13:03,n,contact_agent
3544,5508772003,2024-05-30 08:22:41,y,shortlisted
558,5668621936,2024-05-30 08:26:10,y,contact_agent
1331,5668626133,2024-05-30 08:26:42,n,reported
2372,5509261898,2024-05-30 08:46:04,y,reported
1996,5664598294,2024-05-30 08:48:51,n,shortlisted
513,5664581458,2024-05-30 08:53:33,y,shortlisted
3269,5668641877,2024-05-30 08:54:00,y,reported
3848,5668624279,2024-05-30 09:01:46,y,reported
2518,5668610714,2024-05-30 09:06:25,y,shortlisted
932,5668633456,2024-05-30 09:07:45,y,shortlisted
747,5664573737,2024-05-30 09:15:22,n,contact_agent
2216,5668624238,2024-05-30 09:16:14,y,shortlisted
32,5509095238,2024-05-30 09:18:52,y,shortlisted
3219,5668623273,2024-05-30 09:23:02,n,shortlisted
1036,5668633506,2024-05-30 09:27:27,n,reported
4637,5509074010,2024-05-30 10:01:02,y,shortlisted
4171,5508708413,2024-05-30 10:08:23,n,contact_agent
669,5668270980,2024-05-30 10:13:10,n,reported
3573,5668632052,2024-05-30 10:15:20,y,reported
4623,5664596821,2024-05-30 10:20:09,n,shortlisted
4624,5668611373,2024-05-30 10:27:09,n,shortlisted
4965,5659918247,2024-05-30 10:28:24,n,shortlisted
3053,5509061843,2024-05-30 10:40:27,y,contact_agent
4724,5668622012,2024-05-30 10:40:34,n,shortlisted
4287,5664597705,2024-05-30 10:46:00,n,contact_agent
4984,5668610728,2024-05-30 10:54:06,n,shortlisted
3208,5664578355,2024-05-30 10:55:50,y,contact_agent
285,5668628277,2024-05-30 11:08:51,y,contact_agent
203,5508922067,2024-05-30 11:15:24,n,shortlisted
1189,5664591211,2024-05-30 11:17:33,n,shortlisted
4799,5509257632,2024-05-30 11:17:35,n,contact_agent
2208,5667220271,2024-05-30 11:18:29,n,shortlisted
252,5668643026,2024-05-30 11:21:59,y,shortlisted
1920,5508861126,2024-05-30 11:31:04,y,shortlisted
4339,5509256425,2024-05-30 11:37:04,y,shortlisted
3380,5668612722,2024-05-30 11:37:38,y,contact_agent
2513,5668637870,2024-05-30 11:38:59,n,contact_agent
2516,5668616118,2024-05-30 11:40:18,n,shortlisted
1808,5509135513,2024-05-30 11:43:59,n,shortlisted
1611,5668629701,2024-05-30 11:45:41,y,reported
3573,5509236173,2024-05-30 11:54:53,y,contact_agent
2116,5668630848,2024-05-30 11:56:04,y,contact_agent
3843,5509246869,2024-05-30 11:56:13,y,reported
492,5668638636,2024-05-30 12:08:53,n,contact_agent
2616,5668640126,2024-05-30 12:10:36,y,shortlisted
3485,5668632093,2024-05-30 12:12:18,n,contact_agent
3096,5509156571,2024-05-30 12:38:50,n,contact_agent
3475,5668632985,2024-05-30 12:39:17,n,contact_agent
1228,5668639708,2024-05-30 12:41:16,n,shortlisted
2498,5664573962,2024-05-30 12:58:38,y,shortlisted
2757,5508833468,2024-05-30 13:02:28,n,shortlisted
2882,5625835246,2024-05-30 13:04:57,n,reported
1788,5668627389,2024-05-30 13:06:32,n,shortlisted
2219,5668629192,2024-05-30 13:07:54,y,contact_agent
1882,5668637513,2024-05-30 13:13:13,y,shortlisted
3193,5509268172,2024-05-30 13:16:51,y,shortlisted
314,5509089645,2024-05-30 13:17:12,y,reported
3450,5668615444,2024-05-30 13:23:49,n,contact_agent
563,5668629727,2024-05-30 13:44:27,y,shortlisted
4255,5668626803,2024-05-30 13:47:10,y,contact_agent
730,5509274024,2024-05-30 13:51:24,n,contact_agent
1456,5668617562,2024-05-30 13:52:02,n,shortlisted
4948,5668629857,2024-05-30 13:54:27,y,contact_agent
4007,5664570835,2024-05-30 13:59:35,y,reported
2255,5668613142,2024-05-30 14:02:23,n,contact_agent
671,5659917862,2024-05-30 14:06:51,y,reported
890,5664579092,2024-05-30 14:36:18,y,shortlisted
4250,5664596761,2024-05-30 14:47:10,y,shortlisted
1253,5668624201,2024-05-30 15:02:53,n,shortlisted
1872,5668619260,2024-05-30 15:04:54,n,contact_agent
3428,5668615828,2024-05-30 15:05:52,n,contact_agent
4358,5668620550,2024-05-30 15:13:46,y,reported
4233,5664581877,2024-05-30 15:24:50,n,contact_agent
1185,5668619192,2024-05-30 15:37:51,y,reported
3652,5664574343,2024-05-30 15:39:50,n,reported
2957,5509113763,2024-05-30 15:43:07,y,contact_agent
586,5664570242,2024-05-30 15:43:27,y,contact_agent
1217,5509142479,2024-05-30 15:47:42,n,contact_agent
544,5664573217,2024-05-30 15:51:20,y,shortlisted
2195,5508821420,2024-05-30 15:55:20,n,reported
2765,5668626687,2024-05-30 15:58:04,n,contact_agent
4947,5668622883,2024-05-30 16:02:48,n,shortlisted
3939,5668617575,2024-05-30 16:13:30,y,shortlisted
4414,5664569253,2024-05-30 16:17:11,n,reported
1531,5664570839,2024-05-30 16:27:47,n,shortlisted
3216,5508704543,2024-05-30 16:36:01,n,shortlisted
1830,5668635703,2024-05-30 16:41:13,n,reported
2673,5668621164,2024-05-30 16:44:04,n,shortlisted
1192,5664596398,2024-05-30 16:44:10,y,contact_agent
3957,5668615278,2024-05-30 16:44:56,n,contact_agent
4246,5668629742,2024-05-30 17:05:35,y,shortlisted
2854,5668639601,2024-05-30 17:12:54,y,contact_agent
512,5508810338,2024-05-30 17:14:29,y,shortlisted
433,5668618160,2024-05-30 17:17:58,n,shortlisted
1954,5668613994,2024-05-30 17:22:11,y,shortlisted
3248,5509238753,2024-05-30 17:22:26,n,contact_agent
326,5668618373,2024-05-30 17:25:12,n,reported
146,5653584915,2024-05-30 17:28:23,y,contact_agent
1654,5668617211,2024-05-30 17:31:36,n,shortlisted
699,5668251138,2024-05-30 17:34:57,n,shortlisted
4385,5659918816,2024-05-30 17:43:52,n,contact_agent
2954,5668628451,2024-05-30 17:44:19,y,shortlisted
2060,5668629584,2024-05-30 17:57:49,y,contact_agent
2001,5668632832,2024-05-30 18:14:20,n,reported
849,5653563131,2024-05-30 18:18:14,n,reported
1314,5508803886,2024-05-30 18:23:08,y,reported
643,5668618819,2024-05-30 18:23:45,n,contact_agent
1506,5509172647,2024-05-30 18:25:04,n,contact_agent
1575,5668626269,2024-05-30 19:05:40,y,contact_agent
4629,5668617161,2024-05-30 19:09:08,y,shortlisted
4333,5508666628,2024-05-30 19:21:27,y,contact_agent
1089,5668609894,2024-05-30 19:22:30,y,shortlisted
1448,5668631462,2024-05-30 19:24:40,y,contact_agent
680,5508740015,2024-05-30 19:39:35,n,contact_agent
4663,5668611395,2024-05-30 19:48:33,y,reported
3644,5668610715,2024-05-30 19:52:30,y,shortlisted
4544,5668611387,2024-05-30 19:59:11,n,contact_agent
3137,5668636740,2024-05-30 20:07:36,y,shortlisted
1879,5508846094,2024-05-30 20:09:01,n,shortlisted
4292,5668627160,2024-05-30 20:12:27,n,reported
3158,5509231073,2024-05-30 20:13:28,n,shortlisted
1455,5509058164,2024-05-30 20:34:40,n,reported
3073,5664597913,2024-05-30 20:35:58,y,reported
2217,5668633216,2024-05-30 20:43:21,y,shortlisted
1407,5668633997,2024-05-30 20:54:05,n,contact_agent
3657,5668613964,2024-05-30 21:04:52,n,shortlisted
1284,5509054259,2024-05-30 21:07:01,y,shortlisted
723,5668639529,2024-05-30 21:10:25,n,shortlisted
2628,5668633007,2024-05-30 21:18:47,n,reported
2801,5509251839,2024-05-30 21:19:17,n,shortlisted
568,5668609203,2024-05-30 21:31:26,y,shortlisted
4093,5508695240,2024-05-30 21:37:09,y,reported
2018,5668610609,2024-05-30 21:38:51,n,contact_agent
4747,5668620908,2024-05-30 21:49:26,y,reported
812,5668625389,2024-05-30 21:50:04,y,contact_agent
937,5668610544,2024-05-30 21:54:21,y,shortlisted
4138,5668621345,2024-05-30 21:59:36,y,contact_agent
4487,5668226162,2024-05-30 22:00:23,n,contact_agent
4654,5509056053,2024-05-30 22:07:12,n,contact_agent
251,5668630763,2024-05-30 22:23:50,n,shortlisted
1199,5668630143,2024-05-30 22:24:33,y,shortlisted
2505,5664597521,2024-05-30 22:45:36,n,shortlisted
4273,5668614841,2024-05-30 22:46:20,n,shortlisted
3176,5509250103,2024-05-30 22:49:14,n,reported
2987,5664597664,2024-05-30 22:53:23,n,shortlisted
48,5664597342,2024-05-30 22:59:20,n,shortlisted
4923,5668613762,2024-05-30 23:05:33,n,contact_agent
3701,5664571995,2024-05-30 23:08:27,n,reported
2219,5668616916,2024-05-30 23:15:13,y,contact_agent
3371,5668621395,2024-05-30 23:17:44,n,contact_agent
4534,5668627206,2024-05-30 23:21:08,n,contact_agent
4761,5668619129,2024-05-30 23:25:33,n,reported
4705,5668636856,2024-05-30 23:36:19,n,shortlisted
4776,5668634350,2024-05-30 23:43:14,n,shortlisted
2033,5509152236,2024-05-30 23:45:29,n,shortlisted
2735,5509272216,2024-05-30 23:48:42,n,reported
4587,5668611830,2024-05-30 23:49:35,y,shortlisted
4040,5668633841,2024-05-30 23:52:06,y,reported
2394,5668640336,2024-05-31 00:07:24,y,contact_agent
1187,5668639006,2024-05-31 00:07:58,y,reported
2905,5668636830,2024-05-31 00:09:28,y,shortlisted
1426,5668631587,2024-05-31 00:09:47,n,shortlisted
227,5668613204,2024-05-31 00:14:21,y,contact_agent
1012,5508854632,2024-05-31 00:27:48,y,contact_agent
2373,5668621478,2024-05-31 00:27:50,y,reported
196,5509150745,2024-05-31 00:35:52,y,contact_agent
4424,5509022471,2024-05-31 00:45:13,y,contact_agent
4135,5664571414,2024-05-31 00:45:55,n,reported
2944,5509073917,2024-05-31 00:46:23,y,shortlisted
3000,5508743557,2024-05-31 00:52:37,n,contact_agent
1932,5668611010,2024-05-31 01:00:32,y,shortlisted
2352,5668619239,2024-05-31 01:05:33,y,shortlisted
2089,5664597236,2024-05-31 01:05:36,y,contact_agent
2299,5509203528,2024-05-31 01:07:50,n,reported
4856,5668642830,2024-05-31 01:09:08,n,contact_agent
535,5668615587,2024-05-31 01:18:08,y,reported
1517,5664594886,2024-05-31 01:25:04,y,reported
3085,5668628674,2024-05-31 01:26:46,y,contact_agent
2409,5668634478,2024-05-31 01:29:47,y,contact_agent
1946,5664579928,2024-05-31 01:43:12,y,shortlisted
2614,5664579644,2024-05-31 01:46:02,n,contact_agent
4120,5668630259,2024-05-31 01:56:37,n,shortlisted
4719,5668636864,2024-05-31 02:09:22,n,shortlisted
2925,5668617774,2024-05-31 02:15:30,y,shortlisted
1987,5508949358,2024-05-31 02:16:43,y,reported
1487,5668636804,2024-05-31 02:18:43,n,reported
3101,5509059625,2024-05-31 02:30:19,y,contact_agent
3240,5664597795,2024-05-31 02:31:42,y,shortlisted
2729,5508893728,2024-05-31 02:32:26,y,shortlisted
4654,5668639919,2024-05-31 02:35:15,y,shortlisted
703,5668636152,2024-05-31 02:37:12,n,contact_agent
3904,5509273459,2024-05-31 02:37:54,y,contact_agent
3395,5668610602,2024-05-31 02:40:49,y,shortlisted
4708,5668621025,2024-05-31 02:41:29,y,shortlisted
3788,5509050382,2024-05-31 02:44:38,y,shortlisted
268,5668627243,2024-05-31 02:55:40,y,shortlisted
3476,5668615287,2024-05-31 02:56:12,n,reported
3633,5668624619,2024-05-31 02:58:47,n,shortlisted
31,5668632473,2024-05-31 03:02:20,y,shortlisted
2147,5668633703,2024-05-31 03:06:09,n,contact_agent
3905,5668630421,2024-05-31 03:06:18,n,shortlisted
3938,5668626631,2024-05-31 03:11:29,y,shortlisted
4451,5668616243,2024-05-31 03:16:12,y,shortlisted
4735,5668631341,2024-05-31 03:19:24,n,contact_agent
4318,5668618077,2024-05-31 03:32:31,y,shortlisted
736,5668618091,2024-05-31 03:33:54,y,shortlisted
2930,5639934040,2024-05-31 03:46:09,n,reported
4224,5508793218,2024-05-31 03:47:03,n,shortlisted
3332,5664568748,2024-05-31 03:51:55,n,reported
3905,5664576409,2024-05-31 03:55:24,n,reported
3039,5664567223,2024-05-31 03:58:03,n,contact_agent
2161,5668609353,2024-05-31 03:59:18,n,contact_agent
1677,5668637129,2024-05-31 04:02:09,y,shortlisted
155,5668633297,2024-05-31 04:03:16,n,contact_agent
3281,5509229871,2024-05-31 04:13:59,y,contact_agent
3383,5509086262,2024-05-31 04:16:22,n,shortlisted
4677,5668635593,2024-05-31 04:21:21,n,shortlisted
2332,5668613866,2024-05-31 04:22:01,y,shortlisted
3173,5668257421,2024-05-31 04:22:41,y,contact_agent
2559,5668610937,2024-05-31 04:22:58,n,shortlisted
1602,5668629527,2024-05-31 04:29:27,n,contact_agent
1972,5668625064,2024-05-31 04:31:46,y,reported
664,5664579568,2024-05-31 04:53:59,y,contact_agent
1008,5508941733,2024-05-31 04:59:03,n,reported
783,5664598331,2024-05-31 05:00:01,n,shortlisted
430,5668616632,2024-05-31 05:01:53,y,contact_agent
2188,5668615985,2024-05-31 05:03:30,y,shortlisted
3285,5664578660,2024-05-31 05:04:56,n,reported
3248,5659917459,2024-05-31 05:13:42,y,shortlisted
4062,5668622735,2024-05-31 05:18:40,y,shortlisted
3972,5664598294,2024-05-31 05:48:42,y,shortlisted
3075,5668614879,2024-05-31 05:50:17,y,shortlisted
3897,5668611729,2024-05-31 05:55:00,y,shortlisted
2601,5668624413,2024-05-31 05:56:20,y,contact_agent
4796,5509136103,2024-05-31 05:57:22,y,shortlisted
3845,5664597705,2024-05-31 06:00:02,y,contact_agent
4947,5668640691,2024-05-31 06:02:20,y,reported
4096,5664576147,2024-05-31 06:13:52,n,shortlisted
1705,5668618203,2024-05-31 06:16:07,y,contact_agent
4347,5668633867,2024-05-31 06:16:33,y,shortlisted
1593,5668622031,2024-05-31 06:21:29,y,contact_agent
1705,5659912532,2024-05-31 06:27:25,y,contact_agent
1122,5668614362,2024-05-31 06:32:28,n,contact_agent
1588,5509078515,2024-05-31 06:42:09,n,contact_agent
3595,5668226827,2024-05-31 06:51:34,y,contact_agent
1906,5508996515,2024-05-31 06:52:24,n,reported
3996,5509058164,2024-05-31 07:05:39,n,shortlisted
473,5668615513,2024-05-31 07:16:24,y,reported
4263,5509150251,2024-05-31 07:18:44,n,shortlisted
1726,5668614939,2024-05-31 07:19:09,y,shortlisted
425,5668636012,2024-05-31 07:26:58,y,contact_agent
2181,5664579728,2024-05-31 07:28:51,n,shortlisted
4208,5668609781,2024-05-31 07:29:00,n,reported
2688,5509268591,2024-05-31 07:29:56,y,shortlisted
4070,5668638471,2024-05-31 07:33:24,n,contact_agent
1151,5668636029,2024-05-31 07:39:06,y,reported
2277,5668614884,2024-05-31 07:50:20,y,shortlisted
259,5668640552,2024-05-31 08:01:21,n,shortlisted
1034,5664569335,2024-05-31 08:02:08,n,shortlisted
4572,5664598351,2024-05-31 08:07:22,n,reported
1686,5668627591,2024-05-31 08:08:49,y,contact_agent
4386,5664594835,2024-05-31 08:09:09,n,contact_agent
3283,5668257520,2024-05-31 08:11:38,y,contact_agent
3729,5509106954,2024-05-31 08:13:26,y,shortlisted
4,5509167461,2024-05-31 08:22:32,n,shortlisted
3590,5668635088,2024-05-31 08:24:46,y,reported
3112,5509073396,2024-05-31 08:27:05,n,contact_agent
859,5509031548,2024-05-31 08:29:10,y,contact_agent
4601,5668635193,2024-05-31 08:29:23,y,contact_agent
3884,5668620305,2024-05-31 08:30:42,y,shortlisted
3085,5508729760,2024-05-31 08:43:49,y,shortlisted
1727,5668629908,2024-05-31 08:44:03,y,contact_agent
3034,5668616033,2024-05-31 08:52:00,n,contact_agent
3433,5508955031,2024-05-31 08:58:48,y,contact_agent
3508,5668626571,2024-05-31 09:12:16,y,contact_agent
217,5668639458,2024-05-31 09:14:35,y,shortlisted
4785,5509013232,2024-05-31 09:19:01,n,contact_agent
3793,5668610677,2024-05-31 09:25:56,n,contact_agent
4546,5509185602,2024-05-31 09:32:18,n,contact_agent
4242,5509031313,2024-05-31 09:36:23,y,shortlisted
3677,5509245211,2024-05-31 09:36:30,y,contact_agent
197,5668614976,2024-05-31 09:37:20,y,reported
214,5509184641,2024-05-31 09:37:30,y,contact_agent
4947,5668610789,2024-05-31 09:39:16,n,shortlisted
4620,5509130057,2024-05-31 09:47:51,n,shortlisted
555,5664596631,2024-05-31 09:49:30,n,shortlisted
4320,5668640591,2024-05-31 09:52:42,n,shortlisted
3309,5508879295,2024-05-31 09:53:54,n,shortlisted
1438,5668619702,2024-05-31 09:58:34,n,contact_agent
2657,5664572479,2024-05-31 10:04:27,y,contact_agent
2777,5668640038,2024-05-31 10:04:39,y,contact_agent
4856,5509030395,2024-05-31 10:14:57,y,contact_agent
4600,5668615955,2024-05-31 10:25:59,n,contact_agent
2028,5668628887,2024-05-31 10:33:33,n,contact_agent
1385,5664583545,2024-05-31 10:38:26,y,shortlisted
2952,5508658740,2024-05-31 10:54:51,n,shortlisted
867,5509043590,2024-05-31 10:55:04,n,shortlisted
4003,5642368363,2024-05-31 11:03:58,n,contact_agent
2882,5508820302,2024-05-31 11:10:04,n,shortlisted
2567,5664570805,2024-05-31 11:16:30,y,shortlisted
2783,5668610277,2024-05-31 11:17:35,n,contact_agent
2146,5668624024,2024-05-31 11:34:27,n,contact_agent
1707,5668629827,2024-05-31 11:35:50,n,reported
4148,5668634319,2024-05-31 11:39:20,y,shortlisted
4483,5668609820,2024-05-31 11:41:17,y,contact_agent
226,5668624228,2024-05-31 11:48:27,n,shortlisted
618,5668621915,2024-05-31 11:48:56,y,shortlisted
2754,5668630564,2024-05-31 11:50:58,y,shortlisted
2129,5668639323,2024-05-31 11:53:14,n,shortlisted
3819,5509249454,2024-05-31 12:08:26,n,shortlisted
860,5668611426,2024-05-31 12:12:12,y,shortlisted
3552,5668625264,2024-05-31 12:30:09,y,contact_agent
2295,5664581629,2024-05-31 12:30:23,y,contact_agent
4618,5664576584,2024-05-31 12:32:24,n,shortlisted
4036,5668633379,2024-05-31 12:33:03,n,shortlisted
2538,5668612012,2024-05-31 12:54:49,n,shortlisted
1803,5508806647,2024-05-31 13:18:41,y,reported
1422,5509097115,2024-05-31 13:20:35,n,shortlisted
1306,5668630906,2024-05-31 13:39:59,n,contact_agent
3044,5659899323,2024-05-31 13:40:42,y,shortlisted
2595,5509240009,2024-05-31 13:41:15,y,shortlisted
3620,5664597705,2024-05-31 13:51:04,y,contact_agent
85,5508934259,2024-05-31 13:52:52,y,contact_agent
3104,5509219655,2024-05-31 13:58:43,y,contact_agent
3171,5664578811,2024-05-31 14:13:43,n,contact_agent
1640,5664596999,2024-05-31 14:17:30,y,shortlisted
2876,5668641930,2024-05-31 14:20:07,y,shortlisted
3565,5509231798,2024-05-31 14:21:10,y,shortlisted
385,5508829565,2024-05-31 14:25:23,y,reported
3293,5668634820,2024-05-31 14:37:39,y,reported
1862,5668627579,2024-05-31 14:40:57,y,contact_agent
966,5668637420,2024-05-31 14:43:40,n,contact_agent
2584,5668634638,2024-05-31 14:54:50,y,shortlisted
774,5508967125,2024-05-31 14:59:16,y,shortlisted
3105,5668612044,2024-05-31 15:01:37,y,contact_agent
4502,5508894636,2024-05-31 15:02:41,n,contact_agent
2762,5668611042,2024-05-31 15:12:49,y,shortlisted
1519,5668615566,2024-05-31 15:24:38,y,contact_agent
2214,5509211431,2024-05-31 15:29:15,y,contact_agent
879,5664583549,2024-05-31 15:34:51,y,reported
3518,5668625496,2024-05-31 15:44:16,y,contact_agent
3159,5668611746,2024-05-31 15:53:40,y,shortlisted
3969,5668629314,2024-05-31 15:54:38,n,contact_agent
1648,5668639424,2024-05-31 16:06:14,y,shortlisted
4027,5668637191,2024-05-31 16:12:49,y,contact_agent
4170,5664571257,2024-05-31 16:20:17,y,reported
2466,5659919340,2024-05-31 16:23:26,y,shortlisted
4079,5668618231,2024-05-31 16:25:16,y,shortlisted
233,5509034795,2024-05-31 16:34:58,y,shortlisted
2639,5508726415,2024-05-31 16:43:00,y,shortlisted
2038,5668630374,2024-05-31 16:55:56,n,contact_agent
3053,5668630502,2024-05-31 16:57:49,y,contact_agent
522,5509028114,2024-05-31 17:11:46,n,contact_agent
3896,5668620942,2024-05-31 17:14:44,n,contact_agent
3996,5668617140,2024-05-31 17:18:58,y,reported
51,5664568061,2024-05-31 17:19:00,y,shortlisted
436,5668609499,2024-05-31 17:22:26,n,reported
4405,5668625400,2024-05-31 17:30:40,y,reported
4089,5664596636,2024-05-31 17:32:35,y,shortlisted
4740,5668635500,2024-05-31 17:45:32,n,reported
739,5664570317,2024-05-31 18:20:56,n,shortlisted
143,5668621601,2024-05-31 18:22:18,y,shortlisted
549,5668633498,2024-05-31 18:25:43,n,reported
2030,5664570376,2024-05-31 18:31:17,y,contact_agent
476,5508936834,2024-05-31 18:31:31,y,shortlisted
2,5668616238,2024-05-31 18:37:51,y,shortlisted
4899,5668614420,2024-05-31 18:40:05,n,shortlisted
3505,5665210323,2024-05-31 18:48:05,n,contact_agent
1297,5668639208,2024-05-31 18:49:15,y,contact_agent
3110,5668621349,2024-05-31 18:50:10,n,contact_agent
3611,5668621936,2024-05-31 18:53:35,n,contact_agent
408,5668632888,2024-05-31 18:53:44,y,shortlisted
4191,5664579562,2024-05-31 18:56:42,y,contact_agent
2966,5664583645,2024-05-31 19:01:19,y,reported
928,5668619004,2024-05-31 19:04:07,y,reported
2477,5664569524,2024-05-31 19:09:46,y,shortlisted
2896,5659916025,2024-05-31 19:16:05,y,shortlisted
3305,5668624515,2024-05-31 19:28:21,y,shortlisted
2380,5668637809,2024-05-31 19:29:38,n,shortlisted
1552,5668611466,2024-05-31 19:32:14,y,reported
4745,5668628792,2024-05-31 19:35:11,n,contact_agent
1015,5508783961,2024-05-31 19:38:32,n,shortlisted
4942,5509268579,2024-05-31 19:41:02,y,reported
1374,5668625240,2024-05-31 19:43:03,n,contact_agent
558,5668614623,2024-05-31 19:47:42,n,shortlisted
786,5509145949,2024-05-31 19:47:59,y,contact_agent
1884,5668623183,2024-05-31 20:07:05,n,contact_agent
467,5642365728,2024-05-31 20:08:52,n,shortlisted
228,5668637946,2024-05-31 20:21:08,y,shortlisted
3779,5668627487,2024-05-31 20:23:16,y,contact_agent
2556,5508807948,2024-05-31 20:23:56,n,shortlisted
3026,5509215970,2024-05-31 20:30:54,y,reported
1464,5661941667,2024-05-31 20:42:40,n,contact_agent
689,5668632906,2024-05-31 20:43:57,n,contact_agent
3996,5664597913,2024-05-31 20:46:23,n,contact_agent
754,5659913262,2024-05-31 20:48:52,n,shortlisted
2423,5668617879,2024-05-31 20:53:30,y,shortlisted
4698,5509103161,2024-05-31 20:56:46,n,shortlisted
4237,5509059402,2024-05-31 21:01:23,n,reported
102,5664595284,2024-05-31 21:02:52,n,contact_agent
4092,5668623884,2024-05-31 21:08:45,y,contact_agent
2519,5508673794,2024-05-31 21:15:23,y,reported
683,5668630073,2024-05-31 21:19:30,y,shortlisted
1258,5668615149,2024-05-31 21:22:33,y,shortlisted
2663,5659917954,2024-05-31 21:23:11,n,shortlisted
2162,5668629293,2024-05-31 21:29:58,y,shortlisted
757,5668624678,2024-05-31 21:34:01,n,contact_agent
947,5664568214,2024-05-31 21:34:01,n,contact_agent
4053,5664576109,2024-05-31 21:53:52,y,reported
2742,5668610876,2024-05-31 21:56:50,y,contact_agent
1587,5668615721,2024-05-31 22:14:38,n,shortlisted
868,5668614892,2024-05-31 22:23:37,n,contact_agent
413,5668624388,2024-05-31 22:23:44,n,contact_agent
3300,5668616706,2024-05-31 22:29:14,n,shortlisted
4280,5668638623,2024-05-31 22:31:58,y,contact_agent
